HR.info ID,Preferred Term,Country / Operation,Operation,Location - Taxonomy Term,"Address (free text to include building name/number, street & Postcode)",Address - Locality (i.e. City),Address - Administrative area (i.e. State / Province),Country,Phones,Email,Organization,Type,Notes
48251,Sana'a Head Office,Yemen,75 - Yemen,Sana'a,"UNDP Compound, Sana'a  1",Sana'a,,246 - Yemen,,yemen@humanitarianresponse.info,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
49896,UNHCR Kharkiv,Ukraine,43184 - Ukraine,Kharkiv,"Navruz Restaurant, Shevchenko Street 216 B  ",Kharkiv,Kharkivska Oblast,233 - Ukraine,,,,Office,
52158,Islamabad,Pakistan,81 - Pakistan,Federal Capital Territory,"Serena Business Complex, 2nd Level, Khayaban-e-Suharwardy, Sector G-5 44000",Islamabad,,168 - Pakistan,"+92 51 8355600
",ocha.im.pk@gmail.com,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
52159,Karachi,Pakistan,81 - Pakistan,Karachi City,"41-D, Street 42, PECHS Block 6  75400",Karachi,,168 - Pakistan,"+92 213454952528
",ocha.im.pk@gmail.com,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
52160,Peshawar,Pakistan,81 - Pakistan,Peshawar,"House # 34(D) 1, Sahibzada Abdul Qayyum Road, University Town  25000",Peshawar,,168 - Pakistan,"+92 91 5852279
",ocha.im.pk@gmail.com,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
52161,Quetta,Pakistan,81 - Pakistan,Quetta,Quetta  87300,Quetta,,168 - Pakistan,"+92 346 8563664
",ocha.im.pk@gmail.com,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
59256,UN OCHA Donetsk,Ukraine,43184 - Ukraine,Donetsk,1A Polotskaya Str  83092,Donetsk,,233 - Ukraine,"+380 66 113 1413
, +380 93 005 6996
",trutmann@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Office,
62229,Equipo Humanitario Antioquia,Colombie,77 - Colombia,,Carrera 43A # 1-85 Oficina 213 Edificio Caja Social ,Medellín,,49 - Colombia,"+57 4 3212228
",ehlantioquia@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62230,Equipo Humanitario Arauca,Colombie,77 - Colombia,,Calle 20 # 24-68  ,Arauca,,49 - Colombia,"+57 7 8857788
",arauca@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62231,Equipo Humanitario Chocó,Colombie,77 - Colombia,,Calle 21 No. 4-82 Barrio Yesquita ,Quibdó,,49 - Colombia,"+57 6722377
",ochapacifico@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62232,Equipo Humanitario Córdoba,Colombie,77 - Colombia,,Carrera 15 # 27-08 Barrio Costa de Oro ,Montería,,49 - Colombia,"+57 1 6221100
",ehlcordoba@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62233,Equipo Humanitario Nariño,Colombie,77 - Colombia,,Calle 21 A # 41A-39  ,Pasto,,49 - Colombia,"+57 2 7310829
",ochapasto@un-ocha.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62234,Equipo Humanitario Norte de Santander,Colombie,77 - Colombia,,Avenida 6E No. 5-34 Barrio Popular  ,Cúcuta,,49 - Colombia,"+57 7 5778669
",ochacolombia@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62235,Equipo Humanitario Putumayo,Colombie,77 - Colombia,,Carrera 12A # 11-16 Barrio Obrero ,Mocoa,,49 - Colombia,"+57 1 6221100
",ehlnarinoputumayo@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62236,Equipo Humanitario Suroriente,Colombie,77 - Colombia,,Carrera 31 # 41-53 Barrio Centro ,Villavicencio,,49 - Colombia,"+57 8 6610171
",ochasuroriente@colombiassh.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
62237,Equipo Humanitario Valle del Cauca y Cauca,Colombie,77 - Colombia,,Carrera 37 # 6-28 Oficina 201  ,Cali,,49 - Colombia,"+57 2 5573696
",ochacali@un-ocha.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
65727,National Ebola Response Centre NERC - Freetown Sierra Leone,Sierra Leone,42 - Sierra Leone,Sierra Leone,"Special Court. Jomo Keniatta Rd. Freetown, Sierra Leone ",Freetown,,199 - Sierra Leone,,comunications@nerc.sl,54233 - United Nations Mission for Ebola Emergency Response,Coordination Hub,
65728,Bonthe - District Emergency Response Center (DERC) ,Sierra Leone,42 - Sierra Leone,,"Bonthe District Emergency Response Center (DERC) Old Council Building, Bo Road, Matru Jong, Bonthe, Sierra Leone ",Bonthe,,199 - Sierra Leone,,sherazm@un.org,54233 - United Nations Mission for Ebola Emergency Response,Coordination Hub,
65729,Moyamba  - District Emergency Response Center (DERC) ,Sierra Leone,42 - Sierra Leone,,"Moyamba District Ebola Response Centre, Reservation - Moyamba Sierra Leone  ",Moyamba,,199 - Sierra Leone,,nabik@un.org,54233 - United Nations Mission for Ebola Emergency Response,Coordination Hub,
65764,Pujehun - District Emergency Response Center (DERC) ,Sierra Leone,42 - Sierra Leone,Sierra Leone,"Old council Building, Council Road, Pujehun Town. sierra Leone ",Pujehun Town,,199 - Sierra Leone,,puderc26@gmail.com,54233 - United Nations Mission for Ebola Emergency Response,Coordination Hub,
66796,UN OCHA Sievierodonetsk,Ukraine,43184 - Ukraine,Sievierodonetsk,8 Yegorova St  93404,Sievierodonetsk,Luhans'ka oblast,233 - Ukraine,"+380 50 382 4540
",melkumyan@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Office,
69380,UN OCHA Kyiv,Ukraine,43184 - Ukraine,Kyiv,"28, Instytutska Str.  1021",Kyiv,Kiev Oblast,233 - Ukraine,"Work: 
+380 44 253 3412
",OCHAUkraine@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Office,
70256,OCHA Sierra Leone,Sierra Leone,42 - Sierra Leone,Western Area Urban,55 Wilkinson Road UNDP Compound.  ,Freetown,,199 - Sierra Leone,,,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
71825,Kathmandu,Nepal,85 - Nepal,Nepal,UN House  ,Kathmandu,,156 - Nepal,,,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
72158,Deurali - Logistics Hub,Nepal,85 - Nepal,Gorkha,Deurali  ,Gorkha,,156 - Nepal,,,501 - World Food Programme,Coordination Hub,
72191,Bharatpur - Staging Hub,Nepal,85 - Nepal,Chitawan,Bharatpur  ,Bharatpur,,156 - Nepal,,,501 - World Food Programme,Coordination Hub,
72192,Sindipalchock - Logistics Hub,Nepal,85 - Nepal,Sindhupalchok,Sindipalchock  ,Sindipalchock,,156 - Nepal,,,501 - World Food Programme,Coordination Hub,
72194,Birgunj - Logistics Hub,Nepal,85 - Nepal,Parsa,Parsa  ,Parsa,,156 - Nepal,,,501 - World Food Programme,Coordination Hub,
96505,Amman,Yemen,75 - Yemen,Jordan,Amman City  ,Amman,,114 - Jordan,,,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
96508,Djibouti,Yemen,75 - Yemen,Djibouti,Djibouti City  ,Djibouti,,62 - Djibouti,,,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
105064,UN OCHA Kramatorsk,Ukraine,43184 - Ukraine,Kharkiv,TBD  63101,Kramatorsk,,233 - Ukraine,"+380 50 318 2008
",thay@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
105072,UN OCHA Luhansk,Ukraine,43184 - Ukraine,Luhansk,Bazysnyi Ln. 5  91011,Luhansk,,233 - Ukraine,"+380 50 327 7698
",shikhmammadov@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
105090,UN OCHA Mariupol,Ukraine,43184 - Ukraine,Mariupol,TBD  0,Mariupol,,233 - Ukraine,"+380 50 312 8581
",adamovych@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Office,
107660,Baga-sola,Tchad,43 - Chad,Baga-Sola,Baga-Sola  ,Baga-Sola,,44 - Chad,"Mobile: 
+235 60 43 93 30
",sengamali@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
107809,World Food Programme,Cambodia,2783 - Cambodia,Boeng Keng Kang Ti Muoy,"No.250, Street 63/398  ",Phnom Penh,,38 - Cambodia,"+855 23 210 943
",cambodia.hrf@wfp.org,,Office,
113529,OCHA Humanitarian Advisory Team,Cameroon,2783 - Cambodia,Cameroon,"Office for the Coordination of Humanitarian Affairs (Opp. Japanese Embassy), Bastos ",Yaoundé,,39 - Cameroon,"Work: 
+237 6 90 11 72 07
",schott@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
117268,Joint Action Group for DRR (JAG),Cambodia,2783 - Cambodia,Cambodia,Rotating Secretariat (2016: PIN and DCA/CA)  ,Phnom Penh,,38 - Cambodia,,,,Office,
120413,Yobe State,Nigeria,38 - Nigeria,Damaturu,Abba Ibrahim Estate House 131 Gujba Road ,Damaturu,Yobe,163 - Nigeria,"Work: 
+234 703 175 8922
",lubari@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
120414,Adamawa State,Nigeria,38 - Nigeria,Yola North,"IOM Premises, 7 Deacon Street Karewa GRA Extension, Jimeta ",Yola North,Adamawa,163 - Nigeria,"Work: 
+234 703 171 8734
",sesay26@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
120415,Borno State,Nigeria,38 - Nigeria,Maiduguri,No. 4 Gombole Road Opposite Capital Primary School ,Maiduguri,Borno,163 - Nigeria,"Work: 
+234 703 175 8920
",taylor6@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
121472,Education Cluster Coordination Office,Simulation/Training,109020 - Simulation/Training,,UNICEF Building Main Street 11 1101,Cleethorpe,,216 - Switzerland,,Edclustersparkea3@gmail.com,911 - Global Education Cluster,Coordination Hub,
122113,Yaoundé Coordination Hub,Cameroon,28 - Cameroon,Cameroon,Central Coordination Hub  ,Yaoundé,,39 - Cameroon,,,,Coordination Hub,
122925,Southern Africa Office,Southern Africa,45 - Southern Africa,Gauteng,Naivasha Road  2157,Johannesburg,,206 - South Africa,"Work: 
+27 11 517 0000
",,,Office,
122926,Eastern Africa Office,Southern Africa,45 - Southern Africa,Nairobi,UN Complex Block X  ,Nairobi,,116 - Kenya,"Work: 
+254 20 7622166
",,,Office,
123167,OCHA Mingkaman Sub-Office,South Sudan,69 - South Sudan,Awerial,Humanitarian Hub Mingkaman ,Awerial County,,210 - South Sudan,"Work: 
+211 922 473 101
, Work: 
+211 922 406 015
",mukwana@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
123168,OCHA Rumbek Sub-Office,South Sudan,69 - South Sudan,Rumbek East,WFP Compound Airport Road ,Rumbek,,210 - South Sudan,"Work: 
+211 922 473 110
, Work: 
+211 922 473 106
",sesay26@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
125297,Portoviejo/Manta,Ecuador,17026 - Ecuador,Ecuador,"Av. 15 de abril, km 1.5 vía Portoviejo-Santa Ana, ECU-911 Hotel Balandra, Segundo Piso. Manta ",Portoviejo/ Manta,,65 - Ecuador,,vallejo@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
125304,Pedernales,Ecuador,17026 - Ecuador,Ecuador,Dentro del COE de Pedernales en el centro Gerontologico  ,Pedernales,,65 - Ecuador,"Work: 
+593 98 198 6718
",matarinlopez@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
125306,Quito,Ecuador,17026 - Ecuador,Ecuador,Casa Naciones Unidas  ,Quito,,65 - Ecuador,,,,Coordination Hub,
126149,Bujumbura,Burundi,62 - Burundi,Burundi,United Nations Office in Burundi (BNUB)  ,Bujumbura,,37 - Burundi,,,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
128517,Equipo Humanitario Local - Esmeraldas,Ecuador,17026 - Ecuador,Ecuador,-  ,Esmeraldas,,65 - Ecuador,,,,Coordination Hub,
129304,Tigray (Addis based),Ethiopia,65 - Ethiopia,Tigray,Addis Ababa  ,Addis Ababa,,71 - Ethiopia,"+251 91 160 0391
",letyibelu@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
131384,Gombe State,Nigeria,38 - Nigeria,Gombe,Gombe  ,Gombe,Gombe,163 - Nigeria,"Work: 
+234 703 172 0029
",zakama@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
133429,Jeremie,Haiti,78 - Haiti,Jeremie,Jeremie  ,Jeremie,,96 - Haiti,,,,Office,
133430,Les Cayes,Haiti,78 - Haiti,Les Cayes,Les Cayes  ,Les Cayes,,96 - Haiti,"Work: 
+509 37 02 5182
",elliott@un.org,497 - United Nations Office for the Coordination of Humanitarian Affairs,Coordination Hub,
